,CenterLatitude,CenterLongitude
1956,54.37055,10.10975
1957,54.37045,10.10975
1958,54.37035,10.10975
1959,56.68985,8.24075
1960,54.36805,10.12375
1961,54.37025,10.10975
1962,54.37005,10.11325
1963,54.36995,10.08175
1964,54.37025,10.08175
1965,54.37045,10.08175
1966,54.37065,10.08525
1967,54.37095,10.08525
1968,54.37115,10.08525
1969,54.37125,10.08875
1970,54.37135,10.08875
1971,54.37145,10.08875
1972,54.37165,10.09225
1973,54.36995,10.11325
1974,54.36985,10.11325
1975,54.36975,10.11325
1976,54.37125,10.10275
1977,54.36965,10.11675
1978,54.36945,10.11675
1979,54.36935,10.11675
1980,54.36925,10.11675
1981,54.36905,10.12025
1982,54.36895,10.12025
1983,54.36875,10.12025
1984,54.36865,10.12025
1985,54.36845,10.12375
1986,56.05285,12.64725
1987,56.05255,12.64725
1988,56.05115,12.64725
1989,56.05085,12.64725
1990,56.04925,12.65075
1991,56.04775,12.65075
1992,56.04735,12.65075
1993,56.04575,12.65075
1994,56.04515,12.65075
1995,56.04385,12.65075
1996,54.37075,10.10625
1997,54.37015,10.10975
1998,54.37005,10.10975
1999,54.36965,10.11325
2000,54.36955,10.11325
2001,54.36955,10.11675
2002,54.36915,10.11675
2003,56.03505,12.65775
2004,55.76945,10.84475
2005,55.76955,10.84125
2006,55.76965,10.84125
2007,55.76965,10.83775
2008,55.76875,10.81325
2009,54.36855,10.12025
2010,54.36845,10.12025
2011,56.03335,12.65775
2012,54.36835,10.12375
2013,54.36825,10.12375
2014,54.36815,10.12375
2015,54.36795,10.12725
2016,54.36775,10.12725
2017,57.70505,11.69525
2018,57.70525,11.69525
2019,57.70605,11.69875
2020,57.70675,11.69875
2021,57.71235,11.69175
2022,57.71215,11.69525
2023,57.71195,11.69525
2024,57.71165,11.69525
2025,57.71125,11.69525
2026,57.71095,11.69525
2027,57.71075,11.69875
2028,57.62665,11.81075
2029,56.03085,12.65775
2030,57.62525,11.81075
2031,56.03025,12.65775
2032,57.69985,11.67425
2033,55.53565,12.69275
2034,55.53285,12.69275
2035,55.53175,12.69275
2036,57.70135,11.67775
2037,55.52925,12.69275
2038,55.52785,12.69275
2039,55.52575,12.68925
2040,57.70225,11.67775
2041,55.52455,12.68925
2042,55.52215,12.68925
2043,55.52095,12.68925
2044,55.51895,12.68925
2045,55.51755,12.68925
2046,55.51525,12.68925
2047,55.51275,12.68925
2048,55.51175,12.68925
2049,55.50925,12.68925
2050,57.70395,11.69175
2051,55.50785,12.68925
2052,55.50655,12.68925
2053,55.50415,12.68575
2054,55.50285,12.68575
2055,55.50145,12.68575
2056,55.49905,12.68575
2057,55.49795,12.68575
2058,57.70605,11.69525
2059,55.49645,12.68575
2060,55.49505,12.68575
2061,55.49385,12.68575
2062,55.49145,12.68575
2063,55.49015,12.68575
2064,55.48885,12.68575
2065,55.48625,12.68575
2066,55.48515,12.68575
2067,55.48345,12.68575
2068,55.48105,12.68225
2069,55.47975,12.68225
2070,55.47745,12.68225
2071,55.47625,12.68225
2072,55.47385,12.68225
2073,54.70065,8.63625
2074,57.71185,11.69525
2075,57.71155,11.69525
2076,57.70875,11.70225
2077,54.21845,9.59175
2078,54.21895,9.59175
2079,54.21925,9.59175
2080,54.21955,9.59525
2081,54.21985,9.59525
2082,54.22015,9.59525
2083,54.22025,9.59525
2084,54.22075,9.59525
2085,54.22125,9.59525
2086,54.22165,9.59525
2087,54.22185,9.59525
2088,54.22235,9.59875
2089,54.22345,9.59875
2090,54.22405,9.59875
2091,54.22435,9.59875
2092,54.22485,9.59875
2093,54.22545,9.60225
2094,54.22575,9.60225
2095,54.22615,9.60225
2096,54.22675,9.60225
2097,54.22805,9.60225
2098,54.20875,9.57425
2099,54.20945,9.57425
2100,54.20975,9.57425
2101,54.20995,9.57775
2102,54.21015,9.57775
2103,54.21095,9.57775
2104,54.21115,9.57775
2105,54.21145,9.57775
2106,54.21165,9.58125
2107,54.21195,9.58125
2108,54.21225,9.58125
2109,54.21245,9.58125
2110,54.21275,9.58125
2111,54.21295,9.58125
2112,54.21325,9.58125
2113,54.21405,9.58475
2114,54.21465,9.58475
2115,54.21545,9.58825
2116,54.21605,9.58825
2117,54.21635,9.58825
2118,54.22875,9.60225
2119,54.22555,9.60225
2120,57.68515,11.86325
2121,55.40935,10.99525
2122,57.68455,11.86325
2123,56.03255,12.61575
2124,56.03275,12.61575
2125,56.03285,12.61575
2126,54.54165,11.25425
2127,54.54075,11.25075
2128,54.54005,11.25075
2129,54.53925,11.25075
2130,54.53855,11.25075
2131,54.53775,11.25075
2132,54.53695,11.25075
2133,54.53615,11.25075
2134,54.53545,11.25075
2135,54.53465,11.25075
2136,54.53385,11.25075
2137,54.53305,11.25075
2138,54.53235,11.25075
2139,54.53155,11.24725
2140,54.53085,11.24725
2141,54.53005,11.24725
2142,54.52855,11.24725
2143,54.52775,11.24725
2144,54.52705,11.24725
2145,54.52615,11.24725
2146,54.52545,11.24725
2147,54.52475,11.24725
2148,54.52395,11.24375
2149,54.52335,11.24375
2150,54.52165,11.24375
2151,54.73005,8.68525
2152,54.48885,10.27425
2153,54.63145,11.32425
2154,54.52595,11.25775
2155,54.63225,11.32425
2156,55.08635,8.56975
2157,54.72915,8.68175
2158,54.72885,8.68175
2159,55.67585,11.04425
2160,55.67545,11.04425
2161,55.67495,11.04425
2162,55.67405,11.04775
2163,55.67365,11.05125
2164,55.67325,11.05125
2165,55.67285,11.05475
2166,55.67245,11.05475
2167,55.67195,11.05825
2168,55.67115,11.05825
2169,55.67075,11.06175
2170,55.67035,11.06175
2171,55.67015,11.06525
2172,55.66985,11.06525
2173,55.66955,11.06875
2174,55.66845,11.07225
2175,55.66825,11.07575
2176,55.66795,11.07575
2177,54.52095,11.24375
2178,54.52025,11.24375
2179,54.51945,11.24375
2180,54.51865,11.24375
2181,54.51795,11.24025
2182,54.51725,11.24025
2183,54.51585,11.24025
2184,54.51505,11.24025
2185,54.51435,11.24025
2186,54.51355,11.24025
2187,54.51285,11.23675
2188,54.51215,11.23675
2189,54.51135,11.23675
2190,54.51075,11.23675
2191,54.51005,11.23675
2192,54.50935,11.23325
2193,54.50805,11.23325
2194,54.50755,11.23325
2195,54.50595,11.22975
2196,55.61665,7.61075
2197,54.72805,8.68175
2198,54.52565,11.26125
2199,55.61625,7.60725
2200,54.50405,11.22975
2201,54.72695,8.67825
2202,54.72655,8.67825
2203,54.48875,10.27425
2204,54.72575,8.67825
2205,54.52505,11.26125
2206,54.72505,8.67475
2207,54.72455,8.67475
2208,54.72405,8.67475
2209,54.72355,8.67475
2210,54.72305,8.67125
2211,54.72205,8.67125
2212,54.72155,8.66775
2213,54.48815,10.27425
2214,54.72105,8.66775
2215,54.71975,8.66775
2216,55.08695,8.56975
2217,57.71515,11.95775
2218,57.71505,11.95775
2219,57.71465,11.95775
2220,57.71435,11.95775
2221,57.71415,11.95775
2222,57.71385,11.95775
2223,57.71355,11.95775
2224,57.71335,11.95775
2225,57.71305,11.95775
2226,57.71275,11.95425
2227,57.71255,11.95425
2228,57.70305,11.94375
2229,57.71225,11.95425
2230,57.71195,11.95425
2231,57.70345,11.94375
2232,57.71175,11.95425
2233,57.71145,11.95425
2234,57.70385,11.94025
2235,57.71115,11.95425
2236,57.71095,11.95425
2237,57.71065,11.95425
2238,57.70495,11.94025
2239,57.70535,11.94025
2240,57.70515,11.94025
2241,57.70505,11.94025
2242,57.70475,11.94025
2243,57.70445,11.94025
2244,57.70375,11.94025
2245,57.70245,11.94375
2246,57.70285,11.94375
2247,57.71035,11.95425
2248,57.71005,11.95425
2249,57.70975,11.95425
2250,57.70945,11.95425
2251,57.70915,11.95425
2252,57.70885,11.95425
2253,57.70845,11.95425
2254,57.70815,11.95425
2255,57.70785,11.95425
2256,57.70755,11.95425
2257,57.70725,11.95425
2258,57.70715,11.95425
2259,57.70665,11.95425
2260,57.70645,11.95425
2261,57.70615,11.95075
2262,57.70595,11.95075
2263,57.70565,11.95075
2264,57.70545,11.95075
2265,57.70525,11.95075
2266,57.70495,11.95075
2267,57.70475,11.95075
2268,57.70465,11.95075
2269,57.70415,11.94725
2270,57.70375,11.94725
2271,55.62675,7.60025
2272,56.54475,11.21225
2273,55.62705,7.60025
2274,54.71575,8.66425
2275,56.54555,11.21225
2276,57.69045,11.90175
2277,57.69055,11.90175
2278,57.69095,11.90175
2279,54.15535,12.09425
2280,57.69135,11.90175
2281,57.69155,11.90175
2282,57.69175,11.90525
2283,57.69225,11.90525
2284,57.69265,11.90525
2285,57.69285,11.90525
2286,57.69305,11.90525
2287,57.69345,11.90875
2288,57.69395,11.90875
2289,57.69415,11.90875
2290,57.69435,11.90875
2291,57.69505,11.91225
2292,57.69525,11.91225
2293,56.02665,12.67525
2294,57.62225,11.77925
2295,55.08505,8.57675
2296,57.68815,11.88775
2297,55.91905,10.95675
2298,57.62305,11.77925
2299,54.15415,12.09425
2300,57.70125,11.92975
2301,57.68895,11.88775
2302,55.92095,10.95675
2303,54.31235,9.71425
2304,54.31265,9.71425
2305,54.31315,9.71425
2306,54.31355,9.71425
2307,54.31395,9.71425
2308,54.31435,9.71425
2309,54.31475,9.71425
2310,55.43195,10.96725
2311,54.48645,10.26375
2312,57.65515,11.83175
2313,55.43255,10.96725
2314,54.70325,8.64325
2315,55.43345,10.96375
2316,54.48655,10.26375
2317,54.70245,8.63975
2318,54.33345,9.73175
2319,56.69655,8.24075
2320,56.03495,12.66125
2321,56.03485,12.66125
2322,56.03485,12.66475
2323,56.03505,12.66475
2324,56.03525,12.66475
2325,56.03555,12.66825
2326,56.03585,12.66825
2327,56.03615,12.66825
2328,56.03645,12.67175
2329,56.03665,12.67175
2330,56.03695,12.67175
2331,56.03745,12.67525
2332,56.03775,12.67525
2333,56.03805,12.67875
2334,56.03835,12.67875
2335,56.03885,12.68225
2336,56.03925,12.68225
2337,56.03965,12.68225
2338,56.04015,12.68225
2339,56.04055,12.68575
2340,57.67465,10.75375
2341,57.67525,10.75375
2342,57.67555,10.75375
2343,57.67625,10.75375
2344,57.67655,10.75375
2345,57.67725,10.75375
2346,57.69245,10.71175
2347,57.67755,10.75025
2348,57.69235,10.71175
2349,57.67815,10.75025
2350,57.69205,10.71525
2351,57.67865,10.75025
2352,57.69195,10.71525
2353,57.67915,10.75025
2354,57.69165,10.71875
2355,57.67955,10.75025
2356,57.69155,10.71875
2357,57.67985,10.75025
2358,57.69135,10.71875
2359,57.68045,10.75025
2360,57.69115,10.71875
2361,57.68105,10.75025
2362,57.69095,10.72225
2363,57.68135,10.75025
2364,57.69085,10.72225
2365,57.68165,10.75025
2366,57.69065,10.72225
2367,57.68225,10.75025
2368,57.69055,10.72575
2369,57.68285,10.75025
2370,57.69035,10.72575
2371,57.68345,10.75025
2372,57.69025,10.72925
2373,57.68395,10.75025
2374,57.69015,10.72925
2375,57.68445,10.75025
2376,57.69005,10.72925
2377,57.68995,10.73275
2378,57.68505,10.75375
2379,57.68985,10.73275
2380,57.68555,10.75375
2381,57.68585,10.75375
2382,57.68985,10.73625
2383,57.68615,10.75375
2384,57.68995,10.73625
2385,57.68665,10.75375
2386,57.69005,10.73625
2387,57.68715,10.75375
2388,57.69005,10.73975
2389,57.68745,10.75375
2390,57.68765,10.75375
2391,57.69015,10.73975
2392,57.68825,10.75375
2393,57.69015,10.74325
2394,57.68875,10.75375
2395,57.68895,10.75375
2396,57.69025,10.74325
2397,57.68955,10.75375
2398,57.69035,10.74675
2399,57.68975,10.75375
2400,57.69045,10.74675
2401,57.69055,10.74675
2402,57.69025,10.75375
2403,57.69075,10.74675
2404,57.69095,10.75025
2405,57.69115,10.75025
2406,57.69145,10.75025
2407,57.69175,10.75025
2408,57.69175,10.75375
2409,54.33825,9.74225
2410,54.33855,9.74575
2411,54.33905,9.74575
2412,54.33925,9.74575
2413,54.33935,9.74575
2414,54.33955,9.74575
2415,54.33965,9.74575
2416,54.33985,9.74575
2417,54.33995,9.74575
2418,54.34025,9.74575
2419,54.34045,9.74925
2420,54.34155,9.74925
2421,54.34205,9.75275
2422,54.34245,9.75275
2423,54.34305,9.75275
2424,54.34325,9.75275
2425,54.34355,9.75275
2426,54.34395,9.75625
2427,54.34415,9.75625
2428,54.34435,9.75625
2429,54.34455,9.75625
2430,54.34475,9.75625
2431,54.34495,9.75625
2432,54.34535,9.75625
2433,54.34575,9.75975
2434,54.34595,9.75975
2435,54.71355,8.66425
2436,54.71405,8.66425
2437,54.71445,8.66425
2438,54.71495,8.66425
2439,54.33745,9.74225
2440,54.33895,9.74225
2441,54.34095,9.74575
2442,54.34205,9.74925
2443,54.34255,9.74925
2444,54.34335,9.75275
2445,54.34415,9.75275
2446,54.34445,9.75275
2447,54.34575,9.75625
2448,54.34635,9.75975
2449,54.34685,9.75975
2450,54.34765,9.75975
2451,54.34805,9.76325
2452,54.34835,9.76325
2453,54.34865,9.76325
2454,54.34925,9.76325
2455,54.34625,9.75975
2456,54.34665,9.75975
2457,54.73105,8.68525
2458,54.34995,9.76675
2459,54.71625,8.66425
2460,54.71745,8.66425
2461,54.71785,8.66775
2462,54.71865,8.66775
2463,54.71985,8.66775
2464,54.72025,8.66775
2465,54.72075,8.66775
2466,54.72115,8.66775
2467,54.72195,8.67125
2468,54.72215,8.67125
2469,54.72255,8.67125
2470,54.72275,8.67125
2471,54.72325,8.67125
2472,54.72345,8.67475
2473,54.72375,8.67475
2474,54.72425,8.67475
2475,54.72485,8.67475
2476,54.72545,8.67825
2477,54.72605,8.67825
2478,54.72635,8.67825
2479,54.72685,8.67825
2480,54.72725,8.67825
2481,54.72865,8.68175
2482,54.72905,8.68175
2483,54.72945,8.68525
2484,54.73025,8.68525
2485,54.73085,8.68525
2486,54.33875,9.74225
2487,54.33855,9.74225
2488,54.33755,9.74225
2489,54.33725,9.73875
2490,57.70235,11.93675
2491,55.62365,7.60725
2492,55.41025,10.99175
2493,57.68395,11.85975
2494,57.70165,11.92975
2495,57.68365,11.85975
2496,55.41115,10.99175
2497,54.48675,10.27075
2498,57.68295,11.85625
2499,55.41215,10.99175
2500,57.70155,11.92975
2501,55.62445,7.60725
2502,55.41305,10.98825
2503,57.68195,11.85275
2504,57.70135,11.92625
2505,54.30975,9.71075
2506,54.31005,9.71075
2507,54.31025,9.71075
2508,54.31055,9.71075
2509,54.31075,9.71075
2510,54.31105,9.71075
2511,54.31165,9.71075
2512,54.31195,9.71075
2513,54.31225,9.71425
2514,54.31255,9.71425
2515,54.31275,9.71425
2516,54.31305,9.71425
2517,54.31345,9.71425
2518,54.31375,9.71425
2519,54.31405,9.71425
2520,54.31505,9.71425
2521,54.33605,9.73875
2522,54.31595,9.71425
2523,54.31625,9.71425
2524,54.33545,9.73525
2525,54.33525,9.73525
2526,54.33505,9.73525
2527,54.33375,9.73175
2528,54.33355,9.73175
2529,54.33305,9.73175
2530,54.33275,9.73175
2531,54.33255,9.73175
2532,54.33215,9.73175
2533,54.33195,9.72825
2534,54.33185,9.72825
2535,54.33165,9.72825
2536,54.33105,9.72825
2537,54.33035,9.72475
2538,54.33015,9.72475
2539,54.32705,9.72125
2540,54.43685,10.23575
2541,54.43745,10.23575
2542,54.31665,9.71425
2543,54.31705,9.71425
2544,54.31775,9.71425
2545,54.31835,9.71425
2546,54.31865,9.71425
2547,54.31905,9.71425
2548,54.31935,9.71425
2549,54.31995,9.71425
2550,54.32035,9.71425
2551,54.32065,9.71425
2552,54.32095,9.71425
2553,54.32125,9.71425
2554,54.32155,9.71425
2555,57.70355,11.94725
2556,54.32185,9.71425
2557,54.32215,9.71775
2558,54.32275,9.71775
2559,54.32305,9.71775
2560,54.44005,10.24275
2561,54.32335,9.71775
2562,54.32375,9.71775
2563,54.32405,9.71775
2564,54.32455,9.71775
2565,54.32475,9.71775
2566,54.44185,10.24275
2567,54.32525,9.71775
2568,54.32545,9.71775
2569,54.32575,9.72125
2570,54.32625,9.72125
2571,54.44355,10.24275
2572,54.32645,9.72125
2573,55.41395,10.98825
2574,54.48645,10.27075
2575,54.44525,10.24275
2576,55.41485,10.98825
2577,54.32825,9.72125
2578,55.08455,8.58025
2579,57.68005,11.84925
2580,57.70035,11.92275
2581,55.41575,10.98475
2582,57.70005,11.92275
2583,54.32945,9.72475
2584,54.32855,9.72125
2585,54.32835,9.72125
2586,54.32775,9.72125
2587,54.32685,9.72125
2588,54.32775,9.72475
2589,54.32795,9.72475
2590,54.32815,9.72475
2591,54.32835,9.72475
2592,54.32915,9.72475
2593,54.32965,9.72825
2594,54.32985,9.72825
2595,54.33005,9.72825
2596,54.33045,9.72825
2597,54.33065,9.72825
2598,54.33175,9.73175
2599,54.33195,9.73175
2600,54.33365,9.73525
2601,54.33385,9.73525
2602,54.33405,9.73525
2603,54.33425,9.73525
2604,57.71075,11.69525
2605,54.33735,9.74225
2606,55.08445,8.58025
2607,55.41755,10.98475
2608,57.59185,11.78275
2609,57.59135,11.78275
2610,54.15845,13.74275
2611,54.15815,13.74275
2612,57.67515,11.84575
2613,55.41935,10.98125
2614,53.97725,14.15225
2615,57.67355,11.84225
2616,53.97715,14.15225
2617,55.42075,10.98125
2618,57.67265,11.84225
2619,57.67145,11.84225
2620,54.48595,10.27075
2621,55.42205,10.97775
2622,57.69685,11.91225
2623,55.42335,10.97775
2624,57.66875,11.84225
2625,57.69565,11.91225
2626,57.66795,11.83875
2627,55.42415,10.97775
2628,55.42455,10.97775
2629,57.69515,11.90875
2630,57.66675,11.83875
2631,57.66595,11.83875
2632,54.44885,10.24625
2633,55.42585,10.97425
2634,54.48625,10.26725
2635,57.66455,11.83875
2636,55.42625,10.97425
2637,55.42705,10.97425
2638,57.70825,11.95775
2639,57.70915,11.95775
2640,57.66175,11.83525
2641,55.42835,10.97075
2642,56.97805,8.92325
2643,57.66095,11.83525
2644,57.66045,11.83525
2645,55.42955,10.97075
2646,54.71095,8.66075
2647,54.71035,8.66075
2648,54.70875,8.66075
2649,54.70745,8.65725
2650,54.70705,8.65725
2651,54.17615,9.45525
2652,54.70605,8.65725
2653,54.17645,9.45875
2654,54.70555,8.65375
2655,54.70525,8.65375
2656,55.08555,8.57675
2657,54.70505,8.65375
2658,54.70485,8.65025
2659,55.08635,8.57325
2660,54.70475,8.65025
2661,54.70455,8.64675
2662,57.65905,11.83175
2663,55.42995,10.97075
2664,54.17835,9.46575
2665,55.43125,10.96725
2666,54.70385,8.64325
2667,55.15605,12.05225
2668,55.08525,8.57675
2669,55.67435,12.68925
2670,55.15665,12.05225
2671,54.36485,10.16225
2672,54.37355,10.99875
2673,55.67585,12.68925
2674,55.08515,8.58025
2675,54.30515,9.71075
2676,54.30555,9.71075
2677,54.30585,9.71075
2678,54.30625,9.71075
2679,54.30665,9.71075
2680,54.30775,9.71075
2681,54.30815,9.71075
2682,54.30855,9.71075
2683,54.30935,9.71075
2684,54.30985,9.71075
2685,54.31065,9.71075
2686,54.31145,9.71075
2687,54.31445,9.71425
2688,54.31495,9.71425
2689,54.31535,9.71425
2690,54.31585,9.71425
2691,54.31675,9.71425
2692,54.31815,9.71425
2693,54.31955,9.71425
2694,54.32225,9.71775
2695,54.32265,9.71775
2696,54.32345,9.71775
2697,54.32415,9.71775
2698,54.32535,9.72125
2699,54.32565,9.72125
2700,54.32605,9.72125
2701,54.32715,9.72125
2702,54.70365,8.64325
2703,54.30965,9.71075
2704,54.30995,9.71075
2705,54.31165,9.71425
2706,54.32785,9.72475
2707,54.32845,9.72475
2708,54.33295,9.73175
2709,55.43465,10.96375
2710,55.43505,10.96375
2711,54.70175,8.63975
2712,55.43555,10.96375
2713,55.47265,12.68225
2714,54.18135,9.47975
2715,54.18125,9.47625
2716,54.18105,9.47625
2717,54.18095,9.47625
2718,54.18075,9.47625
2719,54.18055,9.47275
2720,54.18035,9.47275
2721,54.18025,9.47275
2722,54.18005,9.47275
2723,54.17995,9.47275
2724,54.17975,9.46925
2725,54.17965,9.46925
2726,54.17945,9.46925
2727,54.17935,9.46925
2728,54.17915,9.46925
2729,54.17905,9.46575
2730,54.17895,9.46575
2731,54.17875,9.46575
2732,54.17865,9.46575
2733,54.17855,9.46575
2734,54.17845,9.46575
2735,54.17825,9.46225
2736,54.17815,9.46225
2737,54.17805,9.46225
2738,54.17795,9.46225
2739,54.17785,9.46225
2740,54.17775,9.46225
2741,54.17745,9.45875
2742,54.33385,9.73175
2743,54.17405,9.44475
2744,54.16205,9.40625
2745,54.16225,9.40625
2746,54.16235,9.40625
2747,54.16255,9.40975
2748,54.16275,9.40975
2749,54.16285,9.40975
2750,54.16305,9.40975
2751,54.16325,9.40975
2752,54.16335,9.41325
2753,54.16355,9.41325
2754,54.16375,9.41325
2755,54.16385,9.41325
2756,54.16405,9.41325
2757,54.16425,9.41325
2758,54.16435,9.41675
2759,54.16455,9.41675
2760,54.16475,9.41675
2761,54.16485,9.41675
2762,54.16505,9.41675
2763,54.16525,9.41675
2764,54.16535,9.42025
2765,54.16555,9.42025
2766,54.16575,9.42025
2767,54.16585,9.42025
2768,54.16605,9.42025
2769,54.16625,9.42375
2770,54.16635,9.42375
2771,54.16655,9.42375
2772,54.17725,9.45875
2773,54.17715,9.45875
2774,54.17685,9.45875
2775,54.17655,9.45525
2776,54.17635,9.45525
2777,54.17625,9.45525
2778,54.17605,9.45525
2779,54.17585,9.45175
2780,54.17575,9.45175
2781,54.17545,9.45175
2782,54.17535,9.45175
2783,54.17515,9.45175
2784,54.17505,9.44825
2785,54.17485,9.44825
2786,54.17465,9.44825
2787,54.17445,9.44825
2788,54.17435,9.44825
2789,54.17415,9.44825
2790,54.17285,9.44475
2791,54.16675,9.42375
2792,54.16695,9.42375
2793,54.17385,9.44475
2794,54.17425,9.44825
2795,54.17455,9.44825
2796,54.17495,9.44825
2797,54.17505,9.45175
2798,54.17525,9.45175
2799,54.17555,9.45175
2800,54.17645,9.45525
2801,54.17685,9.45525
2802,54.17695,9.45875
2803,54.16715,9.42375
2804,54.16735,9.42725
2805,54.16755,9.42725
2806,54.16775,9.42725
2807,54.16795,9.42725
2808,54.16815,9.42725
2809,54.16825,9.42725
2810,54.16845,9.43075
2811,54.16905,9.43075
2812,54.16925,9.43075
2813,54.16945,9.43425
2814,54.16965,9.43425
2815,54.16985,9.43425
2816,54.17005,9.43425
2817,54.17025,9.43425
2818,54.17045,9.43425
2819,54.17065,9.43775
2820,54.17085,9.43775
2821,54.17105,9.43775
2822,54.17125,9.43775
2823,54.17145,9.43775
2824,54.17165,9.44125
2825,54.17185,9.44125
2826,54.17195,9.44125
2827,56.12675,12.31125
2828,54.17215,9.44125
2829,54.17235,9.44125
2830,54.17255,9.44125
2831,55.43715,10.96025
2832,55.47025,12.68225
2833,54.70015,8.63625
2834,54.48705,10.26375
2835,57.69555,11.91225
2836,57.69575,11.91225
2837,54.61325,12.66825
2838,54.69955,8.63625
2839,55.46795,12.68225
2840,55.43885,10.96025
2841,55.46665,12.68225
2842,54.44795,10.25325
2843,54.16125,9.40275
2844,54.16165,9.40275
2845,54.17395,9.44475
2846,54.16215,9.40625
2847,54.17375,9.44475
2848,54.16245,9.40625
2849,54.17365,9.44475
2850,54.17355,9.44475
2851,54.17345,9.44475
2852,54.16315,9.40975
2853,54.17325,9.44475
2854,54.17315,9.44475
2855,54.16345,9.41325
2856,54.17305,9.44125
2857,54.17295,9.44125
2858,54.17285,9.44125
2859,54.16415,9.41325
2860,54.16445,9.41675
2861,54.16545,9.42025
2862,54.16615,9.42025
2863,54.16645,9.42375
2864,54.16665,9.42375
2865,54.16685,9.42375
2866,54.16705,9.42375
2867,54.16725,9.42375
2868,54.16745,9.42725
2869,54.16765,9.42725
2870,54.16785,9.42725
2871,54.16835,9.43075
2872,54.16855,9.43075
2873,54.16875,9.43075
2874,54.16895,9.43075
2875,54.16915,9.43075
2876,54.16955,9.43425
2877,54.16975,9.43425
2878,55.69145,10.98825
2879,55.69105,10.99175
2880,55.69065,10.99175
2881,55.69035,10.99525
2882,55.68985,10.99525
2883,55.68905,10.99875
2884,55.68855,10.99875
2885,55.68815,11.00225
2886,55.68765,11.00225
2887,55.68715,11.00575
2888,55.68615,11.00925
2889,55.68575,11.00925
2890,55.68535,11.00925
2891,55.68485,11.01275
2892,55.68435,11.01275
2893,55.68395,11.01625
2894,55.68295,11.01975
2895,55.68245,11.01975
2896,55.68195,11.01975
2897,55.68145,11.02325
2898,54.17275,9.44125
2899,55.68095,11.02325
2900,54.17265,9.44125
2901,55.68005,11.02675
2902,55.67955,11.03025
2903,55.67915,11.03025
2904,54.17245,9.44125
2905,55.67875,11.03025
2906,55.67825,11.03375
2907,55.67785,11.03375
2908,54.17225,9.44125
2909,55.67755,11.03725
2910,55.67705,11.03725
2911,55.67675,11.04075
2912,54.17205,9.44125
2913,54.17205,9.43775
2914,54.17195,9.43775
2915,54.17185,9.43775
2916,54.17175,9.43775
2917,54.17165,9.43775
2918,54.17155,9.43775
2919,55.67625,11.04075
2920,54.33695,9.74225
2921,54.33555,9.73525
2922,55.43965,10.95675
2923,55.46525,12.68225
2924,54.69845,8.63275
2925,55.46325,12.68225
2926,55.44055,10.95675
2927,55.46185,12.67875
2928,55.13145,7.23625
2929,55.44135,10.95675
2930,57.64415,11.84925
2931,55.13235,7.23625
2932,55.45945,12.67875
2933,54.69735,8.63275
2934,54.33715,9.73875
2935,55.45355,10.94275
2936,55.45565,10.93925
2937,55.45825,10.93575
2938,55.45875,10.93575
2939,55.46005,10.93575
2940,55.46085,10.93225
2941,55.46215,10.93225
2942,55.46345,10.93225
2943,55.46395,10.92875
2944,55.46525,10.92875
2945,55.46605,10.92875
2946,55.46735,10.92525
2947,55.46785,10.92525
2948,55.46865,10.92525
2949,55.46995,10.92525
2950,55.47055,10.92175
2951,55.47135,10.92175
2952,55.47265,10.92175
2953,56.26705,8.05875
2954,55.45815,12.67875
2955,55.44265,10.95325
2956,56.26685,8.05875
2957,56.69705,8.24425
2958,55.45555,12.67875
2959,54.69615,8.62925
2960,55.45415,12.67875
2961,57.64395,11.84925
2962,55.44465,10.94975
2963,55.45215,12.67875
2964,54.69505,8.62925
2965,55.45075,12.67875
2966,55.44595,10.94975
2967,54.69445,8.62925
2968,54.16035,9.39925
2969,54.16085,9.39925
2970,54.16095,9.40275
2971,54.16115,9.40275
2972,54.16145,9.40275
2973,54.16185,9.40625
2974,54.16255,9.40625
2975,54.16295,9.40975
2976,54.16335,9.40975
2977,54.16465,9.41675
2978,54.16525,9.42025
2979,55.44815,12.67875
2980,57.64365,11.85275
2981,54.45425,10.25325
2982,55.44695,12.67525
2983,54.69385,8.62575
2984,57.64365,11.85625
2985,54.69265,8.62575
2986,57.64375,11.85625
2987,54.45635,10.25325
2988,54.16005,9.39925
2989,54.16025,9.39925
2990,55.98955,12.68225
2991,55.98945,12.68225
2992,55.98905,12.68575
2993,55.98865,12.68575
2994,55.98845,12.68925
2995,54.45725,10.24975
2996,54.69085,8.62225
2997,55.98845,12.69275
2998,54.68995,8.62225
2999,55.13215,7.23275
3000,54.45925,10.24975
3001,54.68925,8.62225
3002,55.13235,7.23275
3003,54.68865,8.61875
3004,54.46025,10.24975
3005,55.98855,12.69625
3006,54.16995,9.43425
3007,54.16065,9.39925
3008,57.69895,11.67075
3009,57.69995,11.67075
3010,57.70025,11.67425
3011,57.70125,11.67775
3012,56.59535,11.15275
3013,57.70745,11.69875
3014,54.46115,10.24625
3015,56.59555,11.15275
3016,57.70345,11.68475
3017,57.70355,11.68475
3018,57.70365,11.68475
3019,57.70415,11.68825
3020,57.70435,11.68825
3021,57.70525,11.69175
3022,57.70565,11.69175
3023,57.70665,11.69525
3024,54.32995,9.72825
3025,54.33335,9.73175
3026,55.98955,12.67875
3027,54.18475,9.49725
3028,55.66785,11.07925
3029,55.98865,12.69625
3030,54.68435,8.61525
