COURSEOVERGROUND,EVENTCERTAINTY,LATITUDE,LONGITUDE,POSITIONINTERPOLATED,SPEEDOVERGROUND,VESSEL_ID,Timestamp,DelSpeed,DelHeading,DelTime
225.1999969,0,57.7010919,11.67408235,True,10.0,8,1398330574,9.899999999,39.5999908,2
185.6000061,0,57.70813472,11.70248056,True,0.100000001,8,1398330582,-9.899999999,-39.5999908,8
225.1999969,0,57.70080713,11.67331137,True,10.0,8,1398330584,9.899999999,39.5999908,2
347.0,1,56.03232667,12.673215,False,11.5,8,1398330584,1.5,121.8000031,0
185.6000061,0,57.708135,11.70248,False,0.100000001,8,1398330592,-11.399999999,-161.3999939,8
185.6000061,0,57.708135,11.70248,True,0.100000001,8,1398330592,0.0,0.0,0
225.1999969,0,57.70052236,11.67254038,True,10.0,8,1398330594,9.899999999,39.5999908,2
34.20000076,0,57.70813583,11.70247917,True,0.0,8,1398330602,-10.0,-190.99999614,8
299.0,0,54.34498157,9.919253691,True,8.600000381,8,1398330603,8.600000381,264.79999924,1
225.1999969,0,57.70023759,11.6717694,True,10.0,8,1398330604,1.399999619,-73.8000031,1
119.0,0,54.36074034,9.865983091,True,4.300000191,8,1398330607,-5.699999809,-106.1999969,3
225.1999969,0,57.70002667,11.67119833,False,10.0,8,1398330611,5.699999809,106.1999969,4
34.20000076,0,57.70813667,11.70247833,True,0.0,8,1398330612,-10.0,-190.99999614,1
299.0,0,54.34511549,9.918622143,True,8.600000381,8,1398330613,8.600000381,264.79999924,1
349.0,2,56.03389,12.67265,False,11.60000038,8,1398330615,2.999999999,50.0,2
119.0,0,54.36067926,9.866460637,True,4.300000191,8,1398330617,-7.300000189,-230.0,2
34.20000076,0,57.7081375,11.7024775,True,0.0,8,1398330622,-4.300000191,-84.79999924,5
299.0,0,54.34524941,9.917990596,True,8.600000381,8,1398330623,8.600000381,264.79999924,1
225.6999969,0,57.69962,11.67042833,False,8.899999619,8,1398330625,0.299999238,-73.3000031,2
119.0,0,54.36061818,9.866938183,True,4.300000191,8,1398330627,-4.599999428,-106.6999969,2
34.20000076,0,57.70813833,11.70247667,True,0.0,8,1398330632,-4.300000191,-84.79999924,5
299.0,0,54.34538333,9.917359048,True,8.600000381,8,1398330633,8.600000381,264.79999924,1
246.3000031,0,57.69944505,11.67001,True,3.700000048,8,1398330635,-4.900000333,-52.6999969,2
119.0,0,54.3605571,9.867415729,True,4.300000191,8,1398330637,0.600000143,-127.3000031,2
34.20000076,0,57.70813917,11.70247583,True,0.0,8,1398330642,-4.300000191,-84.79999924,5
299.0,0,54.34551725,9.916727501,True,8.600000381,8,1398330643,8.600000381,264.79999924,1
348.0,2,56.03546333,12.672065,False,11.60000038,8,1398330644,2.999999999,49.0,1
246.3000031,0,57.6992701,11.66959167,True,3.700000048,8,1398330645,-7.900000332,-101.6999969,1
119.0,0,54.36049602,9.867893276,True,4.300000191,8,1398330647,0.600000143,-127.3000031,2
34.20000076,0,57.70814,11.702475,False,0.0,8,1398330652,-4.300000191,-84.79999924,5
299.0,0,54.34565118,9.916095953,True,8.600000381,8,1398330653,8.600000381,264.79999924,1
246.3000031,0,57.69909514,11.66917333,True,3.700000048,8,1398330655,-4.900000333,-52.6999969,2
119.0,0,54.36043493,9.868370822,True,4.300000191,8,1398330657,0.600000143,-127.3000031,2
119.0,0,54.36043333,9.868383333,False,4.300000191,8,1398330658,0.0,0.0,1
183.3999939,0,57.70814,11.70247556,True,0.0,8,1398330662,-4.300000191,64.3999939,4
299.0,0,54.3457851,9.915464405,True,8.600000381,8,1398330663,8.600000381,115.6000061,1
246.3000031,0,57.69892019,11.668755,True,3.700000048,8,1398330665,-4.900000333,-52.6999969,2
119.0,0,54.36034335,9.868672217,True,4.0,8,1398330668,0.299999952,-127.3000031,3
246.3000031,0,57.69879333,11.66845167,False,3.700000048,8,1398330671,-0.299999952,127.3000031,3
183.3999939,0,57.70814,11.70247611,True,0.0,8,1398330672,-3.700000048,-62.9000092,1
299.0,0,54.34591902,9.914832858,True,8.600000381,8,1398330673,8.600000381,115.6000061,1
348.0,3,56.037035,12.67147333,False,11.60000038,8,1398330675,2.999999999,49.0,2
119.0,0,54.36025337,9.8689611,True,4.0,8,1398330678,-7.60000038,-229.0,3
183.3999939,0,57.70814,11.70247667,True,0.0,8,1398330682,-4.0,64.3999939,4
299.0,0,54.34605294,9.91420131,True,8.600000381,8,1398330683,8.600000381,115.6000061,1
254.3000031,0,57.69873167,11.668105,False,3.0,8,1398330685,-5.600000381,-44.6999969,2
119.0,0,54.36016339,9.869249983,True,4.0,8,1398330688,1.0,-135.3000031,3
299.0,0,54.34616667,9.913665,False,8.600000381,8,1398330692,4.600000381,180.0,4
299.0,1,54.34616667,9.913665,False,8.600000381,8,1398330692,0.0,0.0,0
183.3999939,0,57.70814,11.70247722,True,0.0,8,1398330692,-8.600000381,-115.6000061,0
244.0,0,57.69871575,11.66799643,True,0.0,8,1398330695,0.0,60.6000061,3
119.0,0,54.36007341,9.869538866,True,4.0,8,1398330698,4.0,-125.0,3
298.0,0,54.34633,9.913166667,False,8.600000381,8,1398330702,4.600000381,179.0,4
298.0,1,54.34633,9.913166667,False,8.600000381,8,1398330702,0.0,0.0,0
183.3999939,0,57.70814,11.70247778,True,0.0,8,1398330702,-8.600000381,-114.6000061,0
244.0,0,57.69869984,11.66788786,True,0.0,8,1398330705,0.0,60.6000061,3
119.0,0,54.35998343,9.869827749,True,4.0,8,1398330708,4.0,-125.0,3
298.0,0,54.34649333,9.912333333,False,8.699999809,8,1398330712,4.699999809,179.0,4
183.3999939,0,57.70814,11.70247833,False,0.0,8,1398330712,-8.699999809,-114.6000061,0
348.0,3,56.03913,12.67071,False,11.60000038,8,1398330714,11.60000038,164.6000061,2
244.0,0,57.69868392,11.66777928,True,0.0,8,1398330715,-11.60000038,-104.0,1
119.0,0,54.35989345,9.870116633,True,4.0,8,1398330718,4.0,-125.0,3
245.8000031,0,57.70803888,11.70203887,True,10.30000019,8,1398330722,6.30000019,126.8000031,4
244.0,0,57.69866801,11.66767071,True,0.0,8,1398330725,-10.30000019,-1.8000031,3
119.0,0,54.35980347,9.870405516,True,4.0,8,1398330728,4.0,-125.0,3
119.0,0,54.3598,9.870416667,False,4.0,8,1398330729,0.0,0.0,1
244.0,0,57.69865667,11.66759333,False,0.0,8,1398330731,-4.0,125.0,2
298.0,0,54.34683333,9.911166667,False,8.699999809,8,1398330732,8.699999809,54.0,1
298.0,1,54.34683333,9.911166667,False,8.699999809,8,1398330732,0.0,0.0,0
245.8000031,0,57.70793777,11.7015994,True,10.30000019,8,1398330732,1.600000381,-52.1999969,0
118.0,0,54.35971637,9.870679735,True,3.700000048,8,1398330739,-6.600000142,-127.8000031,7
322.2999878,0,57.69865639,11.66759306,True,0.0,8,1398330741,-3.700000048,204.2999878,2
245.8000031,0,57.70783665,11.70115993,True,10.30000019,8,1398330742,10.30000019,-76.4999847,1
118.0,0,54.35963273,9.870942803,True,3.700000048,8,1398330749,-6.600000142,-127.8000031,7
322.2999878,0,57.69865611,11.66759278,True,0.0,8,1398330751,-3.700000048,204.2999878,2
298.0,0,54.34716667,9.91,False,8.699999809,8,1398330752,8.699999809,-24.2999878,1
298.0,1,54.34716667,9.91,False,8.699999809,8,1398330752,0.0,0.0,0
245.8000031,0,57.70773554,11.70072047,True,10.30000019,8,1398330752,1.600000381,-52.1999969,0
349.0,2,56.041225,12.66993,False,11.60000038,8,1398330755,1.30000019,103.1999969,3
349.0,2,56.041225,12.66993,False,11.60000038,8,1398330755,0.0,0.0,0
118.0,0,54.3595491,9.871205871,True,3.700000048,8,1398330759,-7.900000332,-231.0,4
322.2999878,0,57.69865583,11.6675925,True,0.0,8,1398330761,-3.700000048,204.2999878,2
245.8000031,0,57.70763442,11.700281,True,10.30000019,8,1398330762,10.30000019,-76.4999847,1
346.0,2,56.04185167,12.66968667,False,11.5,8,1398330768,1.19999981,100.1999969,6
346.0,3,56.04185167,12.66968667,False,11.5,8,1398330768,0.0,0.0,0
118.0,0,54.35946546,9.87146894,True,3.700000048,8,1398330769,-7.799999952,-228.0,1
322.2999878,0,57.69865556,11.66759222,True,0.0,8,1398330771,-3.700000048,204.2999878,2
245.8000031,0,57.70753333,11.69984167,False,10.30000019,8,1398330772,10.30000019,-76.4999847,1
343.0,2,56.04235833,12.669415,False,11.5,8,1398330778,1.19999981,97.1999969,6
343.0,2,56.04235833,12.669415,False,11.5,8,1398330778,0.0,0.0,0
118.0,0,54.35938183,9.871732008,True,3.700000048,8,1398330779,-7.799999952,-225.0,1
322.2999878,0,57.69865528,11.66759194,True,0.0,8,1398330781,-3.700000048,204.2999878,2
244.6999969,0,57.70725333,11.69876167,False,10.89999962,8,1398330784,10.89999962,-77.5999909,3
118.0,0,54.35929819,9.871995076,True,3.700000048,8,1398330789,-7.199999572,-126.6999969,5
322.2999878,0,57.698655,11.66759167,False,0.0,8,1398330791,-3.700000048,204.2999878,2
299.0,1,54.34799667,9.907666667,False,8.199999809,8,1398330792,8.199999809,-23.2999878,1
241.8000031,0,57.7070154,11.69787446,True,11.80000019,8,1398330794,3.600000381,-57.1999969,2
118.0,0,54.35921456,9.872258144,True,3.700000048,8,1398330799,-8.100000142,-123.8000031,5
82.59999847,0,57.69865528,11.66759333,True,0.100000001,8,1398330801,-3.600000047,-35.40000153,2
299.0,1,54.34817,9.907166667,False,8.0,8,1398330804,7.899999999,216.40000153,3
241.8000031,0,57.70677748,11.69698724,True,11.80000019,8,1398330804,3.80000019,-57.1999969,0
118.0,0,54.35913092,9.872521213,True,3.700000048,8,1398330809,-8.100000142,-123.8000031,5
82.59999847,0,57.69865556,11.667595,True,0.100000001,8,1398330811,-3.600000047,-35.40000153,2
241.8000031,0,57.70653955,11.69610003,True,11.80000019,8,1398330814,11.700000189,159.20000463,3
341.0,2,56.04427,12.668255,False,11.5,8,1398330815,-0.30000019,99.1999969,1
341.0,2,56.04427,12.668255,False,11.5,8,1398330815,0.0,0.0,0
118.0,0,54.35904729,9.872784281,True,3.700000048,8,1398330819,-7.799999952,-223.0,4
82.59999847,0,57.69865583,11.66759667,True,0.100000001,8,1398330821,-3.600000047,-35.40000153,2
298.0,1,54.34850333,9.906166667,False,7.800000191,8,1398330822,7.70000019,215.40000153,1
241.8000031,0,57.70630162,11.69521282,True,11.80000019,8,1398330824,3.999999999,-56.1999969,2
334.0,1,56.04485333,12.66781333,False,11.39999962,8,1398330828,-0.40000057,92.1999969,4
334.0,2,56.04485333,12.66781333,False,11.39999962,8,1398330828,0.0,0.0,0
118.0,0,54.35896366,9.873047349,True,3.700000048,8,1398330829,-7.699999572,-216.0,1
82.59999847,0,57.69865611,11.66759833,True,0.100000001,8,1398330831,-3.600000047,-35.40000153,2
241.8000031,0,57.70612833,11.69456667,False,11.80000019,8,1398330832,11.700000189,159.20000463,1
118.0,0,54.35888333,9.8733,False,3.700000048,8,1398330838,-8.100000142,-123.8000031,6
82.59999847,0,57.69865639,11.6676,True,0.100000001,8,1398330841,-3.600000047,-35.40000153,3
232.8000031,0,57.70581056,11.69372306,True,12.10000038,8,1398330842,12.000000379,150.20000463,1
82.59999847,0,57.69865667,11.66760167,False,0.100000001,8,1398330851,-12.000000379,-150.20000463,9
232.8000031,0,57.70549279,11.69287945,True,12.10000038,8,1398330852,12.000000379,150.20000463,1
334.0,1,56.04616,12.66658667,False,11.5,8,1398330855,-0.60000038,101.1999969,3
334.0,2,56.04616,12.66658667,False,11.5,8,1398330855,0.0,0.0,0
118.0,0,54.35871667,9.873833333,False,3.599999905,8,1398330858,-7.900000095,-216.0,3
259.8999939,0,57.69865946,11.66760641,True,0.0,8,1398330861,-3.599999905,141.8999939,3
232.8000031,0,57.70517502,11.69203584,True,12.10000038,8,1398330862,12.10000038,-27.0999908,1
259.8999939,0,57.69866225,11.66761116,True,0.0,8,1398330871,-12.10000038,27.0999908,9
232.8000031,0,57.70485725,11.69119223,True,12.10000038,8,1398330872,12.10000038,-27.0999908,1
334.0,1,56.04711833,12.66575333,False,11.5,8,1398330875,-0.60000038,101.1999969,3
334.0,1,56.04711833,12.66575333,False,11.5,8,1398330875,0.0,0.0,0
119.0,0,54.35856667,9.874333333,False,3.5,8,1398330877,-8.0,-215.0,2
259.8999939,0,57.69866504,11.66761591,True,0.0,8,1398330881,-3.5,140.8999939,4
232.8000031,0,57.70453948,11.69034862,True,12.10000038,8,1398330882,12.10000038,-27.0999908,1
259.8999939,0,57.69866784,11.66762066,True,0.0,8,1398330891,-12.10000038,27.0999908,9
232.8000031,0,57.70426,11.68960667,False,12.10000038,8,1398330891,12.10000038,-27.0999908,0
333.0,1,56.047885,12.66506833,False,11.60000038,8,1398330892,-0.5,100.1999969,1
333.0,1,56.047885,12.66506833,False,11.60000038,8,1398330892,0.0,0.0,0
117.0,0,54.35841667,9.874816667,False,3.5,8,1398330898,-8.10000038,-216.0,6
259.8999939,0,57.69867063,11.6676254,True,0.0,8,1398330901,-3.5,142.8999939,3
237.1999969,0,57.703815,11.68838667,False,12.10000038,8,1398330905,12.10000038,-22.699997,4
259.8999939,0,57.69867333,11.66763,False,0.0,8,1398330912,-12.10000038,22.699997,7
299.0,1,54.34999333,9.901333333,False,7.699999809,8,1398330912,7.699999809,39.1000061,0
329.0,2,56.04899833,12.66391333,False,11.60000038,8,1398330915,3.900000571,30.0,3
329.0,2,56.04899833,12.66391333,False,11.60000038,8,1398330915,0.0,0.0,0
255.3000031,0,57.70360727,11.68742721,True,11.80000019,8,1398330915,0.19999981,-73.6999969,0
319.2000122,0,57.69867167,11.66762944,True,0.0,8,1398330922,-11.80000019,63.9000091,7
255.3000031,0,57.70339955,11.68646775,True,11.80000019,8,1398330925,11.80000019,-63.9000091,3
117.0,0,54.3582,9.875533333,False,3.400000095,8,1398330927,-8.400000095,-138.3000031,2
